Published,Headlines
2019-03-29T00:10:20+0000,"The record-setting performance came partly at the expense of their former star, Zack Greinke, who gave up four homers in his start with the Arizona Diamondbacks."
2019-03-27T09:00:08+0000,"The Iowa Republican’s racist language has attracted scorn and political challengers, but he is aggressively reasserting his presence in his congressional district."
2019-03-27T23:21:08+0000,The outbreak has raised questions about why most states allow religious exemptions to vaccines requirements.
2019-03-28T19:16:08+0000,"There’s something for everyone here: 17th-century English witches, haunted portraits, Victorian ghost tales and a moldering Eastern European castle."
2019-03-27T09:00:09+0000,"In Jenna Glass’s new novel, a spell giving women control over their own fertility has far-reaching consequences."
2019-03-27T09:00:01+0000,The school board in Paterson has proposed eliminating over 200 jobs to address a budget gap as it tries to regain control of its schools from the state.
2019-03-27T01:13:20+0000,Drugs like buprenorphine could sharply curb the nation’s opioid overdose crisis. But federal laws make it difficult for people who need such medications to get them.
2019-03-27T12:58:56+0000,"As the Affordable Care Act comes under renewed attack, Centene is betting big on government-funded health care."
2019-03-27T05:02:00+0000,What do you think this image is saying? How does it relate to or comment on society and current events?
2019-03-27T04:02:50+0000,"The Trump administration has asked an appeals court to invalidate the law. If it does, 21 million people could lose their health insurance."
2019-03-27T00:52:04+0000,"A one-year change will allow coaches to request a review of possible pass interference, whether it was called on the field or not."
2019-03-27T15:05:00+0000,The 82-year-old actress talks about the most powerful role in theater.
2019-03-27T16:00:02+0000,"For this issue, a look at Glenda Jackson's King Lear."
2019-03-27T10:00:05+0000,A string of fatalities underlines the desperate need to change racing’s practices.
2019-03-27T16:14:51+0000,"When the number of reported flu cases goes up, so does the number of hospitalizations for heart failure."
2019-03-27T09:00:20+0000,"Long considered one of New Jersey’s most exclusive areas, where families remain for generations, the bucolic township is beginning to welcome change."
2019-03-27T19:30:34+0000,"The Yankees outfielder has established himself as one of the biggest stars in the game, but his financial future is murky in baseball’s fraught economic climate."
2019-03-28T07:00:04+0000,"With ESPN as its new broadcast partner and its top fighters absent or in trouble, U.F.C. faces a crucial test of its ability to draw huge audiences."
2019-03-28T10:00:05+0000,"The first policy rollout of Ms. Klobuchar’s campaign for president would fix a wide range of the country’s infrastructure, from roads and bridges to water systems and internet access."
2019-03-28T08:00:05+0000,"The new $475 million arts center at Hudson Yards opens with Soundtrack of America, a five-concert exploration of black music from the slavery era through blues, jazz and pop."
2019-03-27T21:13:36+0000,James Fields Jr. was previously convicted of murder for killing Heather Heyer when he drove into a crowd protesting a white nationalist rally in 2017.
2019-03-28T00:56:21+0000,This documentary trails the former White House adviser as he tours Europe and America promoting right-wing populist nationalism.
2019-03-29T08:17:06+0000,President Moon Jae-in of South Korea wants to help revive the nuclear talks with North Korea that hit a wall in Vietnam last month.
2019-03-28T08:00:06+0000,How the city’s most ambitious new cultural institution in years — with a commitment to creating new work and reaching diverse audiences — rose in the wake of failed Olympic dreams.
2019-03-28T16:51:03+0000,"Corbin Jaeger was killed in 2017 when two storm chasers ran a stop sign at about 70 miles per hour, the lawsuit says. All three died in the crash."
2019-03-28T22:14:48+0000,"In the On Politics newsletter: Many in the media have gone bananas for Mayor Pete Buttigieg. But are real people — i.e., voters — feeling the same?"
2019-03-28T23:27:29+0000,Jessie K. Liu is said to have faced opposition from the Senate Judiciary Committee because some members believed she was not a conservative enough choice.
2019-03-28T08:00:04+0000,"As the arts center rolls out its inaugural season, we offer our hopes not only for its future, but also for New York’s broader cultural landscape."
2019-03-29T09:00:11+0000,"Aaron Boone has a team capable of ending an intolerable title drought. But to meet the lofty expectations of no less than Mariano Rivera, the Yankees must keep getting it done against the lowly."
2019-03-28T20:08:10+0000,"After long trips, Eve Persak recharges with a flavorful, vegetable-rich soup that can be adapted endlessly."
2019-03-29T16:37:22+0000,"Despite the proclaimed victory against the Islamic State, the long war will continue."
2019-03-29T01:45:05+0000,Shana Cooper’s revival at Theater for a New Audience is so deep in conversation with itself and its dance battles that it nearly forgets to speak to us today.
2019-03-28T16:01:19+0000,The Truth and Dignity Commission published an archive of human rights violations and named President Béji Caïd Essebsi for his role in trials in 1963.
2019-03-27T18:00:13+0000,"The Mets won just 40 games and lost 120, the most defeats in a single season in the modern history of baseball."
2019-03-29T18:16:56+0000,"The photograph, at the National Museum of African American History and Culture in Washington, humanizes Tubman and shows her in her youth."
2019-03-28T10:00:06+0000,Republican presidents sought judges who could be counted on to oppose abortion. The voices of those judges come through clearly in cases now making their way to the Supreme Court.
2019-03-27T15:18:09+0000,"Much of this year’s Asian art selection represent both artist diaspora and a broadening interest among collectors, coming from galleries in the United States."
2019-03-27T19:05:05+0000,The campaign and the Kremlin had an overarching deal: help beat Hillary Clinton for a new pro-Russian foreign policy.
2019-03-27T10:00:04+0000,"Even though the Asus malware attack was spread through software updates, the best way to protect yourself online is to keep your software updated."
2019-03-29T00:16:41+0000,"A 22-year-old woman accused Mr. Wilder, the country’s first elected African-American governor, of kissing her without her consent in 2017."
2019-03-29T15:15:43+0000,"As more accounts of sexual violations on airplanes come to light, more women are sharing their experiences and taking action to make flights safer."
2019-03-28T12:01:01+0000,"“I want to create a space where we can bring that big-hair energy and celebrate our roots in digital spaces,” said one of the women behind a petition to add the emoji."
2019-03-29T15:13:27+0000,"Backstreet’s back, the New Kids have a new single and groups in the K-pop ecosystem are thriving. Why are boy bands so central to pop music?"
2019-03-28T01:08:27+0000,An overdue apology offers a reminder that companies are responsible for past conduct.
2019-03-29T00:10:20+0000,"The record-setting performance came partly at the expense of their former star, Zack Greinke, who gave up four homers in his start with the Arizona Diamondbacks."
2019-03-28T08:00:05+0000,"The new $475 million arts center at Hudson Yards opens with Soundtrack of America, a five-concert exploration of black music from the slavery era through blues, jazz and pop."
2019-03-27T21:13:36+0000,James Fields Jr. was previously convicted of murder for killing Heather Heyer when he drove into a crowd protesting a white nationalist rally in 2017.
2019-03-27T09:00:09+0000,"Along the Rio Grande, the border fence may be a mile or more from the river, leaving some American homes and jobs in an isolated buffer zone."
2019-03-27T14:00:05+0000,How the director Daniel Fish stuck to his guns and rode his darkly visionary take on Rodgers & Hammerstein’s classic from the experimental fringes to Broadway.
2019-03-27T23:05:07+0000,It is still unclear why the special counsel’s office did not render a judgment on whether President Trump illegally obstructed the Russia inquiry.
2019-03-28T14:11:46+0000,Virtual reality journalism can serve as a powerful educational tool to grab students’ attention and get them excited about complex subjects.
